Foxp3
Cyp4v3
Tmbim6
CAAA01147332.1
Ppp1r3b
Nckap5
Epn1
Igkc
Dazap2
Slc15a2
Cxcl3
Tut4
Hivep3
Ccl4
Inpp5d
Vmp1
Igf2r
Sla
4930503L19Rik
Ass1
Lilr4b
Msantd4
Tnfrsf13b
Zfp787
Aip
Pik3ip1
Trpv2
Srxn1
Fbxo33
Mast4
H2-Q7
Aup1
Il6st
Anxa4
Gm15208
Gm12169
Prss36
Gngt2
Slc16a3
Lrrc61
Crocc
Ccr4
Ikzf4
Ptpn18
Crat
P2ry10
Metrnl
1700037C18Rik
Pdcd1lg2
Il1r2
Airn
Dnajb13
Tbca
Gpr155
Tmbim4
Fam234a
Iqgap1
Snx5
Smarca4
Kcnk6
Creb3l1
Tctex1d2
5830416I19Rik
Cd69
Dctn4
Tapbp
Septin9
Hspa8
Camk4
Ehd1
Ppp1r18
Cdc42ep3
Grap
Dbp
Cenpa
Eef2k
H1f4
Psme2
Cradd
Tk2
Gm17036
Gm44686
Diaph1
H13
Bclaf3
Tsc22d4
Clta
Slamf1
Cast
Gimap1
9930111J21Rik2
Nr1d1
Fkbp1a
Tbc1d30
Donson
Txnrd1
Slc24a3
Cyth2
Gng5
Dhrs1
Aurkaip1
Khnyn
Gm12250
Slc52a2
Il2rg
Ptms
Ptprcap
Tap1
Slc50a1
Skil
Eif1a
Isg20
Gpr160
Ptger1
Gm49959
Gm28539
Rsph9
Tacc2
Rps6ka2
Gm15494
Nosip
Ppp1r12a
Gdpd5
Pqlc3
Trav10n
Map11
Dusp5
Mapkapk2
1700017B05Rik
Crbn
Map4k5
Irf2bpl
Gm9888
Gm26614
Mxd4
Phlda1
Pabpc1l
2310015A10Rik
Il21r
Jdp2
Ttbk2
D1Ertd622e
Trnt1
Mki67
S1pr4
Cd3d
Cerk
Arsa
Vcpkmt
Dab2ip
Coro1b
Rbm38
Ppp2ca
Zfp937
Tmem120a
Snw1
Grina
Crlf2
Klf13
Taldo1
Cxcr3
AI504432
Tmem123
Dnajb11
Grik5
Fancf
Tmem160
Csk
Gm5547
Sys1
Acsbg1
Zc2hc1a
Slc25a51
Gm10863
Stn1
Wwp2
B230354K17Rik
Fbxo30
Hcls1
Gm35363
Pon2
Ctcf
Oas1b
Ptprc
Atp10d
Cep350
Rras
Pld3
Glmp
AA467197
Trac
Tank
Cep63
H3f3b
Smim15
Efhd2
Cisd2
Agpat4
Fdps
Spryd3
Rab1a
Dok2
Smad7
Rab3gap1
Bspry
Fbxw2
Rragb
Gem
Pear1
Sod2
Plxdc1
Fli1
Ebpl
Cd320
Oaz2
Rnf216
Uhrf1bp1
Gm29282
Wdr45
Sytl1
Zcchc18
Nhsl2
Gpr174
Setd1b
Ablim1
Itgb2
Misp3
Lrp10
Gm45062
Arhgap25
Capn2
Mapk6
Dnaaf5
Pdgfb
Rnf10
Peak1
Slfn8
Gm20186
Anxa6
Ap1m1
Cdk6
Spata13
Ric8a
Snx8
Sh2b1
Il3ra
Nr4a1
Lamtor5
Med10
Cd86
Cage1
Slc48a1
Ifi206
Stk10
Syp
Irak2
Zfp715
Aplp2
Sh3pxd2a
Gabarap
Elovl5
Gpaa1
Dhx40
Zfp276
Tm9sf2
Popdc2
Aim2
Mical1
Ndufb7
Trav6-5
Npnt
Il10rb
Ncapd3
AI467606
Rac1
Sfr1
Trav6-7-dv9
Arf6
Tmem234
Rrbp1
Gabpb1
Tnfrsf1a
Atox1
Eid1
Nudt14
Srrm2
Stat6
Fam219b
Gm13212
A330023F24Rik
Eef1akmt1
Mtdh
Rara
Panx1
Prkar1a
Lysmd3
Gm11175
Batf
Rheb
Ezr
Gm16001
Tes
Scand1
Slc35f2
St8sia4
Cmtm3
Cxcl2
Madd
Dkkl1
Stard5
Adora2a
Clec2d
Mtbp
Lonrf1
Slc35c1
Pdia6
Itpa
Nudt1
Gpr146
H2aj
Fgfr1op2
Srp14
Reep5
Nfil3
Gm19557
1810044D09Rik
Fam171b
Ulk4
Acot7
Gm37376
Spcs2
Rab29
Derl2
Asxl2
Xkr8
Aven
Ddost
Chchd2
9330111N05Rik
Mrnip
Dtnb
Gm29114
Mknk2
Iffo2
Tppp
Sirt2
Brap
Katnal1
Cldnd1
